"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"regionnames","1.0","regionnames-{BIO32838}","BIO32838","{[mountain prairie, southeast, alaska]}","[alaska, mountain prairie, southeast]",,
"regionnames","1.0","regionnames-{BIO00532}","BIO00532","{[mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","[pacific southwest, southwest, alaska, mountain prairie, pacific, southeast]",,
"listingStatuses","1.0","listingStatuses-{BIO03132}","BIO03132","{[none]}","[none]",,
"category","1.0","category-{BIO31896+http://www.wikidata.org/entity/q735190}","BIO31896+http://www.wikidata.org/entity/q735190","{Bird|Bird}","Bird",,
"regions","1.0","regions-{BIO44195}","BIO44195","{[2, 6]}","[2, 6]",,
"commonNames","0.0","commonNames-{BIO05360+http://www.wikidata.org/entity/q925696}","BIO05360+http://www.wikidata.org/entity/q925696","{[deer fern, hard fern, deer fern]|[deer fern, hard fern, blechnum spicant]}","[blechnum spicant, hard fern, deer fern]",,
"scientificName","1.0","scientificName-{BIO19903+http://www.wikidata.org/entity/q499627}","BIO19903+http://www.wikidata.org/entity/q499627","{harmonia axyridis|harmonia axyridis}","harmonia axyridis",,
"category","1.0","category-{BIO14141+http://www.wikidata.org/entity/q2064765}","BIO14141+http://www.wikidata.org/entity/q2064765","{Invertebrate|Invertebrate}","Invertebrate",,
"listingStatuses","0.0","listingStatuses-{BIO40010+http://www.wikidata.org/entity/q2180602}","BIO40010+http://www.wikidata.org/entity/q2180602","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO22529+ES347}","BIO22529+ES347","{[pacific]|[pacific]}","[pacific]",,
"category","1.0","category-{BIO33341+http://www.wikidata.org/entity/q338908}","BIO33341+http://www.wikidata.org/entity/q338908","{Reptile|Reptile}","Reptile",,
"commonNames","0.0","commonNames-{BIO40842+http://www.wikidata.org/entity/q1766571}","BIO40842+http://www.wikidata.org/entity/q1766571","{[mount lyell shrew]|[mount lyell shrew, mt. lyell shrew]}","[mt. lyell shrew, mount lyell shrew]",,
"regionnames","1.0","regionnames-{BIO01996}","BIO01996","{[pacific]}","[pacific]",,
"listingStatuses","1.0","listingStatuses-{BIO02068}","BIO02068","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO19227+http://www.wikidata.org/entity/q742760}","BIO19227+http://www.wikidata.org/entity/q742760","{gomphus graslinellus|gomphus graslinellus}","gomphus graslinellus",,
"regions","1.0","regions-{BIO45393}","BIO45393","{[5, 6, 8, 2, 4, 3]}","[2, 3, 4, 5, 6, 8]",,
"regions","1.0","regions-{BIO11488}","BIO11488","{[2, 6]}","[2, 6]",,
"regionnames","1.0","regionnames-{BIO26943}","BIO26943","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"listingStatuses","0.0","listingStatuses-{BIO31735+http://www.wikidata.org/entity/q1269998}","BIO31735+http://www.wikidata.org/entity/q1269998","{[species of concern]|[near threatened]}","[species of concern, near threatened]",,
"regionnames","1.0","regionnames-{BIO30694}","BIO30694","{[southeast]}","[southeast]",,
"scientificName","1.0","scientificName-{BIO18307+http://www.wikidata.org/entity/q586662}","BIO18307+http://www.wikidata.org/entity/q586662","{galeorhinus galeus|galeorhinus galeus}","galeorhinus galeus",,
"scientificName","1.0","scientificName-{BIO35701+http://www.wikidata.org/entity/q2123401}","BIO35701+http://www.wikidata.org/entity/q2123401","{prognichthys occidentalis|prognichthys occidentalis}","prognichthys occidentalis",,
"scientificName","0.5","scientificName-{BIO42055+BIO42057+ES1626+http://www.wikidata.org/entity/q748921}","BIO42055+BIO42057+ES1626+http://www.wikidata.org/entity/q748921","{strix occidentalis|strix occidentalis lucida|strix occidentalis lucida|strix occidentalis}","strix occidentalis lucida",,
"scientificName","1.0","scientificName-{BIO28137+http://www.wikidata.org/entity/q320415}","BIO28137+http://www.wikidata.org/entity/q320415","{mya truncata|mya truncata}","mya truncata",,
"listingStatuses","0.0","listingStatuses-{BIO22889+http://www.wikidata.org/entity/q591562}","BIO22889+http://www.wikidata.org/entity/q591562","{[none]|[least concern]}","[least concern, none]",,
"regions","0.6666666666666666","regions-{BIO23881+BIO23882+ES1457}","BIO23881+BIO23882+ES1457","{[4]|[4]|[2]}","[2, 4]","false","[2]"
"listingStatuses","0.0","listingStatuses-{BIO27461+http://www.wikidata.org/entity/q1761683}","BIO27461+http://www.wikidata.org/entity/q1761683","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO05541+http://www.wikidata.org/entity/q2184340}","BIO05541+http://www.wikidata.org/entity/q2184340","{[freija fritillary]|[freija fritillary, boloria freija]}","[freija fritillary, boloria freija]",,
"category","1.0","category-{BIO45135+http://www.wikidata.org/entity/q1130274}","BIO45135+http://www.wikidata.org/entity/q1130274","{Insect|Insect}","Insect",,
"regionnames","1.0","regionnames-{BIO01995}","BIO01995","{[southeast]}","[southeast]",,
"scientificName","1.0","scientificName-{BIO40853+http://www.wikidata.org/entity/q548651}","BIO40853+http://www.wikidata.org/entity/q548651","{sorex tenellus|sorex tenellus}","sorex tenellus",,
"scientificName","1.0","scientificName-{BIO18812+ES1262}","BIO18812+ES1262","{gila elegans|gila elegans}","gila elegans",,
"regions","1.0","regions-{BIO39379}","BIO39379","{[2, 6]}","[2, 6]",,
"regions","1.0","regions-{BIO09162}","BIO09162","{[5, 6, 8, 2, 1, 7, 4, 3]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"scientificName","1.0","scientificName-{BIO18692+http://www.wikidata.org/entity/q521438}","BIO18692+http://www.wikidata.org/entity/q521438","{geotrygon chrysia|geotrygon chrysia}","geotrygon chrysia",,
"category","1.0","category-{BIO03711+http://www.wikidata.org/entity/q1711152}","BIO03711+http://www.wikidata.org/entity/q1711152","{Fish|Fish}","Fish",,
"regionnames","0.0","regionnames-{BIO35202+BIO35203}","BIO35202+BIO35203","{[northeast, southeast, midwest]|[southeast]}","[northeast, midwest, southeast]",,
"scientificName","1.0","scientificName-{BIO05902+http://www.wikidata.org/entity/q27050}","BIO05902+http://www.wikidata.org/entity/q27050","{branta bernicla|branta bernicla}","branta bernicla",,
"commonNames","1.0","commonNames-{BIO01681+http://www.wikidata.org/entity/q998380}","BIO01681+http://www.wikidata.org/entity/q998380","{[black bullhead]|[black bullhead]}","[black bullhead]",,
"commonNames","0.0","commonNames-{BIO39466+http://www.wikidata.org/entity/q600401}","BIO39466+http://www.wikidata.org/entity/q600401","{[none]|[scopoides nesiotes]}","[scopoides nesiotes, none]",,
"category","1.0","category-{BIO19276+http://www.wikidata.org/entity/q1796254}","BIO19276+http://www.wikidata.org/entity/q1796254","{Fish|Fish}","Fish",,
"listingStatuses","1.0","listingStatuses-{BIO06607}","BIO06607","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO27945+http://www.wikidata.org/entity/q2124931}","BIO27945+http://www.wikidata.org/entity/q2124931","{mordella atrata|mordella atrata}","mordella atrata",,
"commonNames","0.0","commonNames-{BIO09540+http://www.wikidata.org/entity/q1528805}","BIO09540+http://www.wikidata.org/entity/q1528805","{[eastern lark sparrow, lark sparrow]|[lark sparrow]}","[eastern lark sparrow, lark sparrow]",,
"regionnames","1.0","regionnames-{BIO00530}","BIO00530","{[pacific southwest]}","[pacific southwest]",,
"listingStatuses","0.0","listingStatuses-{BIO12731+http://www.wikidata.org/entity/q1267488}","BIO12731+http://www.wikidata.org/entity/q1267488","{[species of concern]|[vulnerable]}","[vulnerable, species of concern]",,
"regionnames","1.0","regionnames-{BIO18662}","BIO18662","{[pacific southwest, southwest, southeast, mountain prairie]}","[pacific southwest, southwest, mountain prairie, southeast]",,
"category","1.0","category-{BIO43448+http://www.wikidata.org/entity/q1649410}","BIO43448+http://www.wikidata.org/entity/q1649410","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"commonNames","0.0","commonNames-{BIO41562+http://www.wikidata.org/entity/q11962}","BIO41562+http://www.wikidata.org/entity/q11962","{[drugstore beetle, drug store beetle]|[biscuit beetle, bread beetle, drugstore beetle]}","[drug store beetle, bread beetle, drugstore beetle, biscuit beetle]",,
"regions","1.0","regions-{BIO36615}","BIO36615","{[2, 4]}","[2, 4]",,
"regions","1.0","regions-{BIO02709}","BIO02709","{[1]}","[1]",,
"scientificName","1.0","scientificName-{BIO19584+http://www.wikidata.org/entity/q2171562}","BIO19584+http://www.wikidata.org/entity/q2171562","{gyrinus pernitidus|gyrinus pernitidus}","gyrinus pernitidus",,
"category","1.0","category-{BIO19591+http://www.wikidata.org/entity/q900804}","BIO19591+http://www.wikidata.org/entity/q900804","{Fungi|Fungi}","Fungi",,
"scientificName","1.0","scientificName-{BIO20544+http://www.wikidata.org/entity/q1265652}","BIO20544+http://www.wikidata.org/entity/q1265652","{heteroscelus incanus|heteroscelus incanus}","heteroscelus incanus",,
"commonNames","0.0","commonNames-{BIO25150+http://www.wikidata.org/entity/q2168666}","BIO25150+http://www.wikidata.org/entity/q2168666","{[tripletail]|[dusky triple tail, triple tail, flasher, tripletail, brown triple tail, sleepfish, dusky tripletail, bouyfish, atlantic tripletail, black grunt, brown tripletail, triple tail, black perch, conchy leaf, tripple tail, bouy fish]}","[dusky tripletail, dusky triple tail, tripletail, brown tripletail, sleepfish, atlantic tripletail, triple tail, flasher, black grunt, bouyfish, conchy leaf, tripple tail, black perch, bouy fish, brown triple tail]",,
"scientificName","1.0","scientificName-{BIO39061+http://www.wikidata.org/entity/q504971}","BIO39061+http://www.wikidata.org/entity/q504971","{scaphiopus couchii|scaphiopus couchii}","scaphiopus couchii",,
"scientificName","1.0","scientificName-{BIO05014+http://www.wikidata.org/entity/q555627}","BIO05014+http://www.wikidata.org/entity/q555627","{bathymaster caeruleofasciatus|bathymaster caeruleofasciatus}","bathymaster caeruleofasciatus",,
"listingStatuses","1.0","listingStatuses-{BIO27329}","BIO27329","{[none]}","[none]",,
"regions","1.0","regions-{BIO45396}","BIO45396","{[5, 6, 8, 2, 1, 4, 3]}","[1, 2, 3, 4, 5, 6, 8]",,
"regionnames","1.0","regionnames-{BIO41350}","BIO41350","{[pacific]}","[pacific]",,
"commonNames","0.0","commonNames-{BIO27814+http://www.wikidata.org/entity/q2078547}","BIO27814+http://www.wikidata.org/entity/q2078547","{[slender filefish]|[slender filefish, monacanthus tuckeri]}","[slender filefish, monacanthus tuckeri]",,
"scientificName","1.0","scientificName-{BIO25994+http://www.wikidata.org/entity/q1106237}","BIO25994+http://www.wikidata.org/entity/q1106237","{lythrurus lirus|lythrurus lirus}","lythrurus lirus",,
"category","1.0","category-{BIO39455+http://www.wikidata.org/entity/q311058}","BIO39455+http://www.wikidata.org/entity/q311058","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO08542+ES662}","BIO08542+ES662","{[8]|[8]}","[8]",,
"commonNames","0.0","commonNames-{BIO43974+http://www.wikidata.org/entity/q722651}","BIO43974+http://www.wikidata.org/entity/q722651","{[cabbage looper]|[ni moth, cabbage looper]}","[ni moth, cabbage looper]",,
"scientificName","1.0","scientificName-{BIO07284+http://www.wikidata.org/entity/q1260407}","BIO07284+http://www.wikidata.org/entity/q1260407","{caracara cheriway|caracara cheriway}","caracara cheriway",,
"commonNames","0.0","commonNames-{BIO33930+http://www.wikidata.org/entity/q611779}","BIO33930+http://www.wikidata.org/entity/q611779","{[none]|[pityohyphantes alticeps]}","[pityohyphantes alticeps, none]",,
"commonNames","0.0","commonNames-{BIO22761+http://www.wikidata.org/entity/q773892}","BIO22761+http://www.wikidata.org/entity/q773892","{[greek juniper]|[grecian juniper, greek juniper, crimean juniper, juniperus excelsa]}","[crimean juniper, greek juniper, juniperus excelsa, grecian juniper]",,
"scientificName","1.0","scientificName-{BIO41547+http://www.wikidata.org/entity/q311833}","BIO41547+http://www.wikidata.org/entity/q311833","{steatoda grossa|steatoda grossa}","steatoda grossa",,
"category","1.0","category-{BIO38869+http://www.wikidata.org/entity/q669475}","BIO38869+http://www.wikidata.org/entity/q669475","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO13901+http://www.wikidata.org/entity/q1328265}","BIO13901+http://www.wikidata.org/entity/q1328265","{diodon hystrix|diodon hystrix}","diodon hystrix",,
"regionnames","1.0","regionnames-{BIO29571}","BIO29571","{[northeast, mountain prairie, pacific southwest, pacific, southeast]}","[pacific southwest, mountain prairie, northeast, pacific, southeast]",,
"category","1.0","category-{BIO23752+http://www.wikidata.org/entity/q589245}","BIO23752+http://www.wikidata.org/entity/q589245","{Bird|Bird}","Bird",,
"listingStatuses","0.0","listingStatuses-{BIO38245+http://www.wikidata.org/entity/q1323740}","BIO38245+http://www.wikidata.org/entity/q1323740","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO39484+http://www.wikidata.org/entity/q1851185}","BIO39484+http://www.wikidata.org/entity/q1851185","{scorpaenodes caribbaeus|scorpaenodes caribbaeus}","scorpaenodes caribbaeus",,
"regionnames","1.0","regionnames-{BIO23211}","BIO23211","{[pacific southwest, alaska]}","[pacific southwest, alaska]",,
"commonNames","1.0","commonNames-{BIO31713+http://www.wikidata.org/entity/q934456}","BIO31713+http://www.wikidata.org/entity/q934456","{[varied bunting]|[varied bunting]}","[varied bunting]",,
"commonNames","0.0","commonNames-{BIO02298+http://www.wikidata.org/entity/q2088537}","BIO02298+http://www.wikidata.org/entity/q2088537","{[none]|[anomalochrysa angulicosta]}","[anomalochrysa angulicosta, none]",,
"scientificName","1.0","scientificName-{BIO11077+http://www.wikidata.org/entity/q934487}","BIO11077+http://www.wikidata.org/entity/q934487","{conepatus leuconotus|conepatus leuconotus}","conepatus leuconotus",,
"category","1.0","category-{BIO21761+http://www.wikidata.org/entity/q1074919}","BIO21761+http://www.wikidata.org/entity/q1074919","{Fish|Fish}","Fish",,
"scientificName","1.0","scientificName-{BIO29379+ES334}","BIO29379+ES334","{nothocestrum breviflorum|nothocestrum breviflorum}","nothocestrum breviflorum",,
"scientificName","1.0","scientificName-{BIO29366+http://www.wikidata.org/entity/q1595309}","BIO29366+http://www.wikidata.org/entity/q1595309","{nomophila noctuella|nomophila noctuella}","nomophila noctuella",,
"commonNames","0.0","commonNames-{BIO02255+http://www.wikidata.org/entity/q1349764}","BIO02255+http://www.wikidata.org/entity/q1349764","{[silkworm moth]|[spiny oakworm moth, anisota stigma]}","[spiny oakworm moth, anisota stigma, silkworm moth]",,
"regionnames","1.0","regionnames-{BIO14385+ES1194}","BIO14385+ES1194","{[pacific]|[pacific]}","[pacific]",,
"scientificName","1.0","scientificName-{BIO14141+http://www.wikidata.org/entity/q2064765}","BIO14141+http://www.wikidata.org/entity/q2064765","{dodecaceria concharum|dodecaceria concharum}","dodecaceria concharum",,
"commonNames","0.0","commonNames-{BIO02824+http://www.wikidata.org/entity/q686401}","BIO02824+http://www.wikidata.org/entity/q686401","{[whitestar cardinalfish]|[whitestar cardinalfish, apogon lachneri]}","[apogon lachneri, whitestar cardinalfish]",,
"scientificName","1.0","scientificName-{BIO22414+ES100}","BIO22414+ES100","{isotria medeoloides|isotria medeoloides}","isotria medeoloides",,
"regionnames","1.0","regionnames-{BIO09047}","BIO09047","{[northeast]}","[northeast]",,
"regionnames","1.0","regionnames-{BIO30698}","BIO30698","{[mountain prairie]}","[mountain prairie]",,
"listingStatuses","0.0","listingStatuses-{BIO38819+http://www.wikidata.org/entity/q910363}","BIO38819+http://www.wikidata.org/entity/q910363","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO12321+ES632}","BIO12321+ES632","{cyanea hamatiflora ssp. hamatiflora|cyanea hamatiflora ssp. hamatiflora}","cyanea hamatiflora ssp. hamatiflora",,
"scientificName","1.0","scientificName-{BIO16794+http://www.wikidata.org/entity/q93596}","BIO16794+http://www.wikidata.org/entity/q93596","{esox niger|esox niger}","esox niger",,
"regions","1.0","regions-{BIO06538}","BIO06538","{[5, 6, 8, 2, 1, 7, 4, 3]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"scientificName","1.0","scientificName-{BIO38247+http://www.wikidata.org/entity/q1796464}","BIO38247+http://www.wikidata.org/entity/q1796464","{russula albonigra|russula albonigra}","russula albonigra",,
"category","1.0","category-{BIO20850+http://www.wikidata.org/entity/q1771836}","BIO20850+http://www.wikidata.org/entity/q1771836","{Fish|Fish}","Fish",,
"listingStatuses","1.0","listingStatuses-{BIO36829+ES413}","BIO36829+ES413","{[threatened]|[threatened]}","[threatened]",,
